City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,Norton Shores,43.1689,-86.2639,68.18,82,100,12.66,US,2022-09-11 21:42:56
386,Saint-Lo,49.1162,-1.0903,61.23,72,5,5.28,FR,2022-09-11 21:42:57
387,Shubarkuduk,49.1447,56.4872,48.79,49,0,3.83,KZ,2022-09-11 21:42:57
388,Clyde River,70.4692,-68.5914,39.43,100,100,4.61,CA,2022-09-11 21:41:12
389,Dharchula,29.85,80.5333,67.01,87,43,3.31,IN,2022-09-11 21:42:58
390,Sawakin,19.1059,37.3321,87.12,68,7,4.94,SD,2022-09-11 21:42:58
391,Amos,48.5669,-78.1162,66.18,88,100,7.31,CA,2022-09-11 21:42:42
392,Rio Grande,-32.035,-52.0986,55.51,73,79,9.35,BR,2022-09-11 21:42:59
393,Popondetta,-8.7537,148.2534,73.18,98,100,3.85,PG,2022-09-11 21:42:59
394,Mount Gambier,-37.8333,140.7667,45.39,88,100,4.76,AU,2022-09-11 21:43:00
395,Carmarthen,51.8555,-4.3054,66.92,77,75,12.66,GB,2022-09-11 21:43:00
396,Port Augusta,-32.5,137.7667,51.57,70,38,7.31,AU,2022-09-11 21:37:06
397,Erie,42.7667,-78.6664,70.61,89,100,5.57,US,2022-09-11 21:39:51
398,Hami,42.8,93.45,78.28,18,0,6.4,CN,2022-09-11 21:37:13
399,Kupang,-10.1667,123.5833,74.52,88,81,6.96,ID,2022-09-11 21:43:01
400,Mosjoen,65.836,13.1908,46.67,93,40,2.3,NO,2022-09-11 21:43:02
401,Sangmelima,2.9333,11.9833,66.07,100,40,2.55,CM,2022-09-11 21:43:02
402,Deniliquin,-35.5333,144.9667,48.81,84,100,4.47,AU,2022-09-11 21:43:02
403,Kasama,-10.2129,31.1808,71.1,40,94,5.88,ZM,2022-09-11 21:40:06
404,Bud,39.447,-86.1758,75.34,88,80,10.85,US,2022-09-11 21:43:03
405,Lyuban,52.7985,28.0048,49.96,97,100,9.93,BY,2022-09-11 21:43:04
406,Nemuro,43.3236,145.575,64.36,84,39,7.36,JP,2022-09-11 21:43:05
407,Mehamn,71.0357,27.8492,42.75,93,75,2.3,NO,2022-09-11 21:34:35
408,Nuuk,64.1835,-51.7216,48.81,71,75,32.21,GL,2022-09-11 21:43:05
409,Tura,25.5198,90.2201,72.21,96,100,5.48,IN,2022-09-11 21:43:06
410,Fukuma,33.7667,130.4667,78.15,86,99,5.23,JP,2022-09-11 21:43:06
411,Laguna,38.421,-121.4238,95.34,25,0,6.91,US,2022-09-11 21:43:07
412,Flin Flon,54.7682,-101.865,73.24,25,20,8.05,CA,2022-09-11 21:44:07
413,Ucluelet,48.9329,-125.5528,67.08,78,52,1.01,CA,2022-09-11 21:44:07
414,Nouakchott,18.0858,-15.9785,81.82,75,19,8.34,MR,2022-09-11 21:42:43
415,Tafresh,34.692,50.013,64.87,46,0,7.54,IR,2022-09-11 21:44:08
416,Kununurra,-15.7667,128.7333,71.58,88,75,4.61,AU,2022-09-11 21:44:09
417,Yakeshi,49.2833,120.7333,53.55,84,94,7.36,CN,2022-09-11 21:44:09
418,Otane,-39.8833,176.6333,52.02,87,100,2.57,NZ,2022-09-11 21:44:10
419,Talnakh,69.4865,88.3972,38.21,94,100,8.88,RU,2022-09-11 21:44:10
420,Sijunjung,-0.6876,100.9537,70.3,96,100,1.07,ID,2022-09-11 21:44:11
421,Mount Isa,-20.7333,139.5,62.37,72,40,4.61,AU,2022-09-11 21:44:11
422,Palatka,29.6486,-81.6376,90.03,56,85,2.64,US,2022-09-11 21:44:12
423,Cap Malheureux,-19.9842,57.6142,67.46,75,31,5.01,MU,2022-09-11 21:44:12
424,Fairmont,39.4851,-80.1426,81.52,78,100,4.52,US,2022-09-11 21:44:13
425,Sinnamary,5.3833,-52.95,79.83,81,89,7.96,GF,2022-09-11 21:44:14
426,Lure,47.75,6.5,52.97,100,9,2.3,FR,2022-09-11 21:44:14
427,Hoquiam,46.9809,-123.8893,69.3,72,100,5.75,US,2022-09-11 21:44:14
428,Port Blair,11.6667,92.75,80.73,80,99,9.89,IN,2022-09-11 21:44:15
429,Atambua,-9.1061,124.8925,69.57,84,97,4.59,ID,2022-09-11 21:44:15
430,Conde,-7.2597,-34.9075,74.66,88,20,10.36,BR,2022-09-11 21:44:16
431,Camalu,30.85,-116.0667,77.13,77,18,8.48,MX,2022-09-11 21:44:16
432,Udachnyy,66.4167,112.4,34.45,69,100,10.16,RU,2022-09-11 21:44:17
433,San Quintin,30.4833,-115.95,77.59,76,3,10.94,MX,2022-09-11 21:44:17
434,Chuy,-33.6971,-53.4616,48.47,85,73,7.58,UY,2022-09-11 21:44:18
435,Saucillo,28.0167,-105.2833,87.28,25,44,14.47,MX,2022-09-11 21:44:18
436,Pingliang,35.5392,106.6861,56.61,93,7,3.04,CN,2022-09-11 21:44:19
437,Odweyne,9.4092,45.064,72.25,68,27,12.77,SO,2022-09-11 21:44:19
438,Soure,-0.7167,-48.5233,80.42,77,67,13.29,BR,2022-09-11 21:44:19
439,Roberval,48.5168,-72.2324,82.35,65,75,3.44,CA,2022-09-11 21:44:20
440,Beihai,21.4833,109.1,79.36,82,48,7.43,CN,2022-09-11 21:44:20
441,Chhindwara,22.0667,78.9333,71.02,97,100,3.53,IN,2022-09-11 21:44:21
442,Cockburn Town,21.4612,-71.1419,85.96,70,40,9.22,TC,2022-09-11 21:44:21
443,Lazaro Cardenas,17.9583,-102.2,82.53,79,100,6.31,MX,2022-09-11 21:44:22
444,Villa Hayes,-25.0931,-57.5236,77.52,23,0,2.3,PY,2022-09-11 21:44:22
445,Temirtau,50.0544,72.9483,47.57,82,100,14.85,KZ,2022-09-11 21:44:23
446,Palana,59.1167,159.9667,44.98,92,100,17.0,RU,2022-09-11 21:44:23
447,Xai-Xai,-25.0519,33.6442,68.65,68,0,2.48,MZ,2022-09-11 21:44:23
448,Sampit,-2.5333,112.95,72.5,99,95,0.83,ID,2022-09-11 21:44:24
449,Haines Junction,60.7522,-137.5108,55.35,44,48,2.3,CA,2022-09-11 21:44:24
450,San Cristobal,7.7669,-72.225,82.58,62,54,4.74,VE,2022-09-11 21:31:11
451,Mgandu,-5.95,34.1333,66.24,56,60,7.96,TZ,2022-09-11 21:44:25
452,Songea,-10.6833,35.65,61.29,64,0,1.54,TZ,2022-09-11 21:44:25
453,Hasaki,35.7333,140.8333,73.8,87,93,17.87,JP,2022-09-11 21:44:26
454,Anadyr,64.75,177.4833,45.1,81,40,8.95,RU,2022-09-11 21:44:26
455,Lata,40.1629,-8.3327,72.07,82,95,5.1,PT,2022-09-11 21:44:26
456,Disna,55.568,28.1971,46.71,97,100,9.24,BY,2022-09-11 21:44:27
457,Acapulco,16.8634,-99.8901,85.82,74,100,9.22,MX,2022-09-11 21:44:27
458,Miles City,46.4083,-105.8406,81.57,19,0,3.44,US,2022-09-11 21:44:28
459,Moron,-34.6534,-58.6198,60.69,54,100,5.66,AR,2022-09-11 21:44:28
460,Kaitangata,-46.2817,169.8464,49.8,65,100,3.83,NZ,2022-09-11 21:45:28
461,Sabang,5.8933,95.3214,81.55,73,100,9.01,ID,2022-09-11 21:45:29
462,Farsund,58.0948,6.8047,60.94,100,100,4.72,NO,2022-09-11 21:45:29
463,Guanica,17.9716,-66.908,86.13,84,100,8.43,PR,2022-09-11 21:45:30
464,Presidencia Roque Saenz Pena,-26.7852,-60.4388,65.46,27,8,6.42,AR,2022-09-11 21:45:30
465,Estelle,29.8458,-90.1067,90.0,53,0,4.61,US,2022-09-11 21:45:30
466,Yanji,42.9075,129.5078,61.75,97,95,0.29,CN,2022-09-11 21:45:31
467,Kruisfontein,-34.0033,24.7314,53.89,79,100,10.49,ZA,2022-09-11 21:45:31
468,Kungurtug,50.5994,97.5228,46.11,63,44,3.11,RU,2022-09-11 21:45:32
469,Marawi,7.9986,124.2928,68.25,91,97,3.56,PH,2022-09-11 21:37:10
470,Chulman,56.8479,124.9104,34.61,80,73,1.3,RU,2022-09-11 21:45:32
471,Rio Gallegos,-51.6226,-69.2181,51.85,24,40,23.02,AR,2022-09-11 21:41:46
472,Kathmandu,27.7167,85.3167,70.02,94,75,3.44,NP,2022-09-11 21:43:35
473,Balaipungut,1.05,101.2833,72.72,98,96,1.23,ID,2022-09-11 21:45:33
474,Kamra,33.7473,73.5111,67.95,81,64,7.14,PK,2022-09-11 21:45:34
475,Kawalu,-7.3817,108.2082,71.26,96,92,1.25,ID,2022-09-11 21:45:34
476,Altagracia De Orituco,9.8601,-66.3814,78.87,77,78,2.53,VE,2022-09-11 21:45:35
477,Zhicheng,30.2956,111.5047,69.12,89,16,3.98,CN,2022-09-11 21:45:35
478,Esperance,-33.8667,121.9,61.2,56,50,18.28,AU,2022-09-11 21:45:35
479,Northam,51.0333,-4.2167,64.38,90,100,8.37,GB,2022-09-11 21:45:36
480,Shache,38.4167,77.2406,77.72,17,98,6.02,CN,2022-09-11 21:45:36
481,Yudong,29.385,106.5194,78.49,73,2,2.01,CN,2022-09-11 21:45:37
482,Boende,-0.2167,20.8667,69.19,99,75,1.95,CD,2022-09-11 21:45:37
483,Praya,14.9215,-23.5087,78.67,81,12,10.92,CV,2022-09-11 21:42:51
484,Moree,-29.4667,149.85,51.82,87,98,8.05,AU,2022-09-11 21:45:38
485,Mahibadhoo,3.7833,72.9667,81.41,77,20,13.78,MV,2022-09-11 21:45:38
486,Mareeba,-17.0,145.4333,73.49,95,23,3.51,AU,2022-09-11 21:45:39
487,Vuktyl,63.8567,57.3094,39.74,96,88,4.07,RU,2022-09-11 21:45:39
488,Raga,8.4596,25.678,70.47,97,86,3.85,SS,2022-09-11 21:45:40
489,Tarnos,43.5417,-1.4628,80.55,60,0,8.05,FR,2022-09-11 21:45:40
490,Naze,28.3667,129.4833,77.92,84,99,16.49,JP,2022-09-11 21:45:40
491,Sitka,57.0531,-135.33,59.52,61,100,7.02,US,2022-09-11 21:45:41
492,La Ronge,55.1001,-105.2842,73.62,26,100,8.05,CA,2022-09-11 21:45:41
493,Vanino,49.0869,140.2543,57.61,91,100,0.4,RU,2022-09-11 21:45:42
494,Okhotsk,59.3833,143.3,45.14,55,8,16.13,RU,2022-09-11 21:45:42
495,Wanaka,-44.7,169.15,50.11,74,100,3.0,NZ,2022-09-11 21:45:43
496,Samarai,-10.6167,150.6667,81.16,80,69,8.95,PG,2022-09-11 21:45:43
497,Zhigansk,66.7697,123.3711,32.76,91,31,7.99,RU,2022-09-11 21:45:44
498,Boa Vista,2.8197,-60.6733,87.78,71,40,10.36,BR,2022-09-11 21:44:02
499,Mizdah,31.4451,12.9801,78.06,52,6,6.35,LY,2022-09-11 21:45:44
500,Narasannapeta,18.4167,84.05,80.29,84,100,17.81,IN,2022-09-11 21:45:45
501,Laurel,39.0993,-76.8483,80.11,94,75,4.61,US,2022-09-11 21:43:32
502,Baghdad,33.3406,44.4009,89.51,27,0,4.61,IQ,2022-09-11 21:45:45
503,Traralgon,-38.1833,146.5333,46.42,92,92,5.77,AU,2022-09-11 21:45:46
504,Joshimath,30.5667,79.5667,66.49,93,83,0.27,IN,2022-09-11 21:45:46
505,Santa Isabel Do Rio Negro,-0.4139,-65.0192,82.72,72,78,3.2,BR,2022-09-11 21:45:47
506,Iranshahr,27.2025,60.6848,89.94,11,0,9.22,IR,2022-09-11 21:45:47
507,Berezovyy,51.6667,135.7,52.88,99,100,2.37,RU,2022-09-11 21:45:48
508,Whitehorse,60.7161,-135.0538,57.09,35,20,5.75,CA,2022-09-11 21:46:48
509,Plettenberg Bay,-34.0527,23.3716,52.88,84,97,8.77,ZA,2022-09-11 21:46:48
510,Bergerac,44.8333,0.5,61.02,82,0,3.44,FR,2022-09-11 21:46:49
511,Le Robert,14.6775,-60.9392,84.25,48,11,10.36,MQ,2022-09-11 21:46:49
512,Thomasville,35.8826,-80.082,83.41,79,92,4.0,US,2022-09-11 21:42:07
513,Mangaluru,12.8667,74.8833,77.86,94,75,13.8,IN,2022-09-11 21:46:50
514,Dakar,14.6937,-17.4441,81.59,76,72,10.63,SN,2022-09-11 21:46:51
515,Yeppoon,-23.1333,150.7333,58.78,60,5,1.36,AU,2022-09-11 21:46:14
516,Buchanan,5.8808,-10.0467,76.66,87,87,10.29,LR,2022-09-11 21:37:07
517,Alta Floresta,-9.8756,-56.0861,86.63,23,22,2.66,BR,2022-09-11 21:46:51
518,Mandalgovi,45.7625,106.2708,55.65,64,38,7.34,MN,2022-09-11 21:46:52
519,Belaya Gora,68.5333,146.4167,42.28,79,100,6.35,RU,2022-09-11 21:46:52
520,Saint-Georges,12.0564,-61.7485,85.68,74,20,16.11,GD,2022-09-11 21:44:38
521,Grobina,56.5352,21.1678,47.98,81,0,3.44,LV,2022-09-11 21:46:53
522,Palora,-1.7,-77.9333,81.07,53,59,2.59,EC,2022-09-11 21:46:53
523,Nanortalik,60.1432,-45.2371,43.18,94,57,7.67,GL,2022-09-11 21:46:54
524,Port Hardy,50.6996,-127.4199,64.58,72,75,8.05,CA,2022-09-11 21:46:54
525,Kulu,39.0951,33.0799,71.98,31,0,3.31,TR,2022-09-11 21:46:55
526,Hamilton,39.1834,-84.5333,79.5,84,100,5.75,US,2022-09-11 21:45:32
527,Chornobayivka,46.6941,32.5537,61.77,70,79,5.01,UA,2022-09-11 21:46:56
528,Boskovice,49.4875,16.66,56.37,85,21,6.91,CZ,2022-09-11 21:46:56
529,Nha Trang,12.25,109.1833,75.2,87,100,3.38,VN,2022-09-11 21:45:03
530,Constitucion,-35.3333,-72.4167,52.84,72,86,2.08,CL,2022-09-11 21:46:57
531,Pasighat,28.0667,95.3333,72.97,88,2,2.62,IN,2022-09-11 21:46:57
532,Yeniseysk,58.4497,92.1703,42.12,95,100,2.44,RU,2022-09-11 21:46:57
533,Shahr-E Babak,30.1165,55.1186,72.0,40,51,7.47,IR,2022-09-11 21:46:58
534,Ossora,59.2353,163.0719,51.19,77,99,6.53,RU,2022-09-11 21:46:58
535,Aksu,41.1231,80.2644,74.34,18,100,2.95,CN,2022-09-11 21:46:59
536,Quelimane,-17.8786,36.8883,71.42,84,1,6.62,MZ,2022-09-11 21:46:59
537,Abu Samrah,35.3029,37.1841,75.47,48,0,6.17,SY,2022-09-11 21:46:59
538,Pierre,44.3683,-100.351,79.86,28,0,4.0,US,2022-09-11 21:47:00
539,Svetlogorsk,52.6333,29.7333,49.33,97,100,12.95,BY,2022-09-11 21:47:00
540,Marau,-28.4492,-52.2,66.15,75,76,5.19,BR,2022-09-11 21:47:01
541,Altus,34.6381,-99.334,78.98,34,0,10.36,US,2022-09-11 21:47:01
542,Rawson,-43.3002,-65.1023,59.67,43,32,10.42,AR,2022-09-11 21:47:02
543,Komsomolskiy,40.4272,71.7189,65.12,39,66,6.91,UZ,2022-09-11 21:47:02
544,Niono,14.2526,-5.993,81.82,71,12,8.48,ML,2022-09-11 21:47:03
545,Salekhard,66.53,66.6019,43.47,85,88,12.21,RU,2022-09-11 21:47:03
546,Guerrero,17.6667,-100.0,70.95,94,100,1.88,MX,2022-09-11 21:47:04
547,Sedro-Woolley,48.5039,-122.2361,87.76,44,0,1.01,US,2022-09-11 21:47:04
548,Avera,33.194,-82.5271,83.55,77,100,9.71,US,2022-09-11 21:47:05
549,Topolobampo,25.6,-109.05,88.09,58,0,14.03,MX,2022-09-11 21:47:05
550,Borba,-4.3878,-59.5939,91.89,31,33,1.7,BR,2022-09-11 21:47:06
551,Kirakira,-10.4544,161.9205,82.51,74,10,9.53,SB,2022-09-11 21:47:06
552,Gashua,12.871,11.0482,83.37,57,27,5.84,NG,2022-09-11 21:47:06
553,Oranjemund,-28.55,16.4333,54.95,79,78,22.41,NA,2022-09-11 21:47:07
554,Sanbu,33.4594,119.1453,64.45,96,0,5.39,CN,2022-09-11 21:48:07
555,Gornoye Loo,43.7129,39.6049,65.98,59,0,5.57,RU,2022-09-11 21:48:08
556,Padang,-0.9492,100.3543,75.6,81,100,3.94,ID,2022-09-11 21:48:08
557,Batagay-Alyta,67.8006,130.4114,34.65,58,100,3.02,RU,2022-09-11 21:48:09
558,Jijiga,9.35,42.8,63.09,89,100,10.58,ET,2022-09-11 21:48:09
559,Okha,53.5739,142.9478,49.19,69,100,6.4,RU,2022-09-11 21:48:10
560,Preobrazheniye,42.9019,133.9064,63.07,76,100,2.1,RU,2022-09-11 21:48:10
561,Qaqortoq,60.7167,-46.0333,45.03,91,58,4.38,GL,2022-09-11 21:48:11
562,Coquimbo,-29.9533,-71.3436,60.53,55,20,10.36,CL,2022-09-11 21:48:11
563,Hovd,48.0056,91.6419,60.69,35,81,6.6,MN,2022-09-11 21:48:11
564,Aracuai,-16.8497,-42.0703,82.72,33,6,13.06,BR,2022-09-11 21:48:12
565,Blackfoot,43.1905,-112.345,84.54,6,0,8.14,US,2022-09-11 21:46:01
566,Puerto Narino,-3.7703,-70.3831,79.03,91,46,1.39,CO,2022-09-11 21:48:12
567,Herran,7.5061,-72.4833,71.8,90,81,0.89,CO,2022-09-11 21:48:13
568,Aswan,24.0934,32.907,90.7,18,0,8.05,EG,2022-09-11 21:48:14
569,Palauig,15.435,119.9045,79.18,81,94,1.3,PH,2022-09-11 21:48:14
570,Oudtshoorn,-33.5907,22.2014,46.76,87,95,4.5,ZA,2022-09-11 21:44:05
571,Raudeberg,61.9875,5.1352,56.07,39,100,12.17,NO,2022-09-11 21:48:15
572,Agadez,19.75,10.25,87.04,13,0,10.18,NE,2022-09-11 21:48:15
573,Kollo,13.3043,2.339,84.79,59,55,8.25,NE,2022-09-11 21:48:16
574,Kimbe,-5.5502,150.1429,79.57,84,86,2.3,PG,2022-09-11 21:48:16
575,Bekhtery,46.251,32.2927,61.3,93,1,6.8,UA,2022-09-11 21:48:17
576,Mitu,1.1983,-70.1733,79.27,78,89,0.85,CO,2022-09-11 21:48:17
577,Pacific Grove,36.6177,-121.9166,86.45,70,20,11.5,US,2022-09-11 21:45:53
578,Seoul,37.5683,126.9778,67.44,97,75,2.3,KR,2022-09-11 21:48:18
