City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
476,Dukat,RU,62.55,155.55,39.87,74,100,9.78,overcast clouds
477,Mangan,IN,27.5167,88.5333,75.34,82,9,1.05,clear sky
478,Boyolangu,ID,-8.1181,111.8935,79.47,79,23,1.16,few clouds
479,Zaliznychne,UA,45.7489,28.6147,63.32,63,52,9.6,broken clouds
480,Moose Factory,CA,51.2585,-80.6094,62.58,77,0,5.75,clear sky
481,Dumaguil,PH,6.62,124.6533,83.55,72,11,1.1,few clouds
482,Garissa,KE,-0.4536,39.6401,72.18,80,42,11.9,scattered clouds
483,Nandi,IN,13.3855,77.6984,71.02,88,100,16.78,overcast clouds
484,Launceston,AU,-41.45,147.1667,53.62,50,75,16.11,broken clouds
485,Lanigan,CA,51.8501,-105.0344,73.29,18,5,6.98,clear sky
486,Marsa Matruh,EG,31.3525,27.2453,76.96,83,0,13.29,clear sky
487,Vao,NC,-22.6667,167.4833,72.3,84,37,9.17,scattered clouds
488,Rosendal,NO,59.9867,6.0135,58.51,86,100,4.34,overcast clouds
489,Dengzhou,CN,37.8086,120.7508,73.22,67,0,0.85,clear sky
490,Sao Desiderio,BR,-12.3633,-44.9733,74.26,23,11,3.36,few clouds
491,Ivankiv,UA,50.9386,29.8943,51.49,94,100,6.89,light rain
492,Malacky,SK,48.436,17.0219,59.25,82,6,6.06,clear sky
493,Marienburg,PL,54.0359,19.0266,55.04,75,0,9.13,clear sky
494,Egvekinot,RU,66.3167,-179.1667,42.24,58,89,6.26,overcast clouds
495,Broome,US,42.2506,-75.833,65.86,88,100,6.91,mist
496,Muroto,JP,33.2833,134.15,81.55,74,5,14.05,clear sky
497,Cap Malheureux,MU,-19.9842,57.6142,68.47,75,9,4.0,clear sky
498,Caarapo,BR,-22.6342,-54.8222,71.29,49,6,1.28,clear sky
499,Cootamundra,AU,-34.65,148.0333,55.94,67,100,9.71,overcast clouds
500,Vila Velha,BR,-20.3297,-40.2925,69.75,84,100,11.5,overcast clouds
501,Kushmurun,KZ,52.4503,64.6311,43.12,78,34,6.08,scattered clouds
502,Altay,CN,47.8667,88.1167,59.36,73,100,2.33,overcast clouds
503,Balkanabat,TM,39.5108,54.3671,66.38,21,0,16.11,clear sky
504,Mozarlandia,BR,-14.7447,-50.5706,84.81,21,14,3.18,few clouds
505,Coromandel,BR,-18.4733,-47.2003,78.17,27,82,2.62,broken clouds
506,Voh,NC,-20.9667,164.7,82.74,65,43,4.92,scattered clouds
507,Ulaangom,MN,49.9811,92.0667,61.05,44,100,2.91,overcast clouds
508,Bonthe,SL,7.5264,-12.505,75.4,90,100,10.0,light rain
509,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,78,0,4.61,clear sky
510,Emerald,AU,-23.5333,148.1667,69.35,58,98,2.73,overcast clouds
511,Buturlinovka,RU,50.8239,40.6092,55.47,41,99,14.94,overcast clouds
512,Khani,GE,41.9563,42.9566,60.37,66,0,5.26,clear sky
513,Turayf,SA,31.6725,38.6637,75.45,31,0,8.05,clear sky
514,Kudahuvadhoo,MV,2.6708,72.8944,82.02,72,10,13.73,clear sky
515,Bilibino,RU,68.0546,166.4372,48.87,75,99,4.12,overcast clouds
516,Izhmorskiy,RU,56.194,86.6414,44.15,97,100,3.27,light rain
517,Sangmelima,CM,2.9333,11.9833,65.46,100,86,2.95,overcast clouds
518,Bemidji,US,47.4736,-94.8803,57.29,82,0,0.0,clear sky
519,Grand Baie,MU,-20.0182,57.5802,68.47,75,2,3.0,clear sky
520,Awbari,LY,26.5921,12.7805,78.03,25,0,3.31,clear sky
521,Petropavlovskoye,RU,52.0712,84.107,55.53,44,6,23.2,clear sky
522,Huilong,CN,31.8111,121.655,80.92,83,100,10.36,overcast clouds
523,Vytegra,RU,61.0064,36.4481,41.83,88,13,5.19,few clouds
524,Oktyabrskiy,RU,54.4815,53.471,43.32,89,89,3.27,overcast clouds
525,Calama,CL,-22.4667,-68.9333,52.29,19,8,8.05,clear sky
526,Narrabri,AU,-30.3167,149.7833,63.52,55,48,4.0,scattered clouds
527,Novobiryusinskiy,RU,56.9578,97.7076,48.58,93,100,3.09,light rain
528,Sterling,US,39.0062,-77.4286,75.42,91,75,3.44,broken clouds
529,Uniontown,US,39.9001,-79.7164,71.94,72,100,3.98,overcast clouds
530,Sungaipenuh,ID,-2.0833,101.3833,69.89,79,98,1.77,overcast clouds
531,Banjar,ID,-8.19,114.9675,81.63,69,91,0.85,overcast clouds
532,Bilma,NE,18.6853,12.9164,88.59,16,87,7.11,overcast clouds
533,Puerto Escondido,MX,15.85,-97.0667,79.63,61,100,0.0,overcast clouds
534,Laibin,CN,23.7,109.2667,77.4,81,100,3.09,overcast clouds
535,Nouadhibou,MR,20.931,-17.0347,74.19,76,5,21.32,clear sky
536,Adamovka,RU,51.5223,59.9396,47.7,57,100,2.3,overcast clouds
537,Sobolevo,RU,54.4299,31.8996,45.07,96,100,12.73,light rain
538,Svetlogorsk,BY,52.6333,29.7333,48.22,98,100,9.98,overcast clouds
539,Ucluelet,CA,48.9329,-125.5528,64.09,81,26,7.85,scattered clouds
540,Tilichiki,RU,60.4667,166.1,46.49,88,100,4.16,overcast clouds
541,Kelvington,CA,52.1667,-103.5343,72.37,21,0,6.93,clear sky
542,Kafanchan,NG,9.5833,8.3,67.41,99,80,2.98,broken clouds
543,Korla,CN,41.7597,86.1469,81.0,17,100,14.67,overcast clouds
544,Giaveno,IT,45.047,7.3492,64.78,69,7,5.97,clear sky
545,Hervey Bay,AU,-25.2986,152.8535,72.01,57,100,7.0,overcast clouds
546,Gumdag,TM,39.2061,54.5906,63.59,20,0,22.32,clear sky
547,Denpasar,ID,-8.65,115.2167,80.26,88,40,6.91,scattered clouds
548,Kattivakkam,IN,13.2167,80.3167,80.69,66,100,10.18,overcast clouds
549,Lata,PT,40.1629,-8.3327,70.81,78,92,0.98,light rain
550,Ullapool,GB,57.8987,-5.1604,58.35,99,100,3.31,overcast clouds
551,Uvinza,TZ,-5.1036,30.3911,73.2,54,45,1.23,scattered clouds
552,Thinadhoo,MV,0.5333,72.9333,82.11,70,6,12.62,clear sky
553,Kutum,SD,14.2,24.6667,77.13,37,100,5.86,overcast clouds
554,Takanosu,JP,40.2219,140.3694,75.85,73,0,2.3,clear sky
555,Lahij,YE,13.1667,44.5833,84.52,58,40,2.1,scattered clouds
556,Pitelino,RU,54.5777,41.8145,48.4,58,100,6.58,overcast clouds
557,Nyurba,RU,63.2842,118.3319,45.25,79,100,7.45,overcast clouds
558,Vanavara,RU,60.34,102.2797,46.9,78,12,3.67,few clouds
559,Evinayong,GQ,1.4368,10.5512,66.74,96,94,2.82,overcast clouds
560,Merauke,ID,-8.4667,140.3333,83.66,71,100,9.13,overcast clouds
561,Mvomero,TZ,-6.25,38.6667,69.58,87,72,3.27,broken clouds
562,Stephenville,US,32.2207,-98.2023,77.13,60,0,4.61,clear sky
563,Ovalle,CL,-30.5983,-71.2003,52.36,77,0,1.79,clear sky
564,Fort-Shevchenko,KZ,44.5086,50.263,63.05,38,59,18.05,broken clouds
565,Oranjestad,AW,12.524,-70.027,84.15,79,40,17.27,scattered clouds
566,La Paz,BO,-16.5,-68.15,49.98,76,8,6.91,clear sky
567,Murdochville,CA,48.9583,-65.5006,47.28,92,0,2.84,clear sky
568,Luis Correia,BR,-2.8792,-41.6669,78.42,83,37,15.05,scattered clouds
569,Zhezkazgan,KZ,47.8043,67.7144,39.18,93,0,6.71,clear sky
570,Sfantu Gheorghe,RO,45.8667,25.7833,55.81,94,15,3.02,few clouds
571,Port Macquarie,AU,-31.4333,152.9167,69.89,57,93,5.37,overcast clouds
572,Port Pirie,AU,-33.1833,138.0167,60.19,52,0,5.59,clear sky
573,Tautira,PF,-17.7333,-149.15,77.9,73,16,14.97,light rain
574,Mlonggo,ID,-6.5333,110.7,82.62,72,98,5.01,overcast clouds
575,Port Hawkesbury,CA,45.6169,-61.3485,62.58,85,0,15.01,clear sky
576,Kenai,US,60.5544,-151.2583,57.29,86,100,4.61,overcast clouds
577,Tanout,NE,14.9709,8.8879,85.35,46,51,12.26,broken clouds
578,Abu Samrah,SY,35.3029,37.1841,72.37,52,0,6.06,clear sky
579,Chimbote,PE,-9.0853,-78.5783,61.0,85,83,12.62,broken clouds
580,Pauini,BR,-7.7136,-66.9764,76.59,80,99,0.29,overcast clouds
581,Muborak,UZ,39.2553,65.1528,57.2,30,0,11.65,clear sky
582,Tabou,CI,4.423,-7.3528,74.41,89,100,8.41,overcast clouds
583,Dunkwa,GH,5.9656,-1.78,70.92,95,99,2.98,overcast clouds
584,Lagos,NG,6.5833,3.75,72.79,96,77,2.59,light rain
585,Goure,NE,13.9835,10.2704,82.02,61,98,7.05,overcast clouds
586,Mandalgovi,MN,45.7625,106.2708,59.56,54,99,16.22,overcast clouds
587,Utinga,BR,-5.8172,-35.3954,79.2,88,40,10.36,scattered clouds
588,Nakonde,ZM,-9.3421,32.745,57.13,78,2,4.23,clear sky
589,Vila,PT,42.0304,-8.1588,59.88,86,100,2.91,overcast clouds
590,Pareora,NZ,-44.4871,171.2132,55.18,97,100,4.32,overcast clouds
591,Garowe,SO,8.4054,48.4845,74.41,72,54,24.74,broken clouds
592,Kirkwall,GB,58.9848,-2.9587,57.25,94,100,10.36,moderate rain
593,Luganville,VU,-15.5333,167.1667,83.26,65,13,10.65,few clouds
594,Yertsevo,RU,60.7966,40.086,39.09,87,59,3.94,broken clouds
595,Auly,UA,48.5271,34.4949,54.93,66,97,5.61,overcast clouds
596,Alofi,NU,-19.0595,-169.9187,82.29,65,4,11.5,clear sky
597,Promissao,BR,-21.5367,-49.8581,75.25,53,9,11.21,clear sky
598,Lefka,CY,35.1106,32.8506,77.14,50,0,3.53,clear sky
599,Turkistan,KZ,43.0,68.0,51.51,60,0,7.72,clear sky
600,Qeshm,IR,26.9581,56.2719,85.89,73,2,3.31,clear sky
601,Manado,ID,1.487,124.8455,84.97,74,20,3.44,few clouds
602,Shenjiamen,CN,29.9576,122.298,76.12,88,100,4.59,light rain
603,Severnyy,RU,50.677,36.5532,55.44,50,0,13.42,clear sky
604,Gotsu,JP,35.0,132.2167,80.74,79,32,8.03,scattered clouds
605,Khawhai,IN,23.3667,93.1167,61.38,99,100,1.05,overcast clouds
606,Abaete,BR,-19.16,-45.4458,82.13,23,91,3.62,overcast clouds
607,Belmonte,BR,-15.8631,-38.8828,69.71,72,7,5.57,clear sky
608,Luanda,AO,-8.8368,13.2343,69.48,91,13,5.39,few clouds
609,Orbetello,IT,42.4408,11.2196,68.0,64,0,6.91,clear sky
610,Paamiut,GL,61.994,-49.6678,42.94,92,100,12.48,overcast clouds
611,Weston,US,26.1004,-80.3998,85.01,82,76,5.53,broken clouds
612,Havelock,US,34.8791,-76.9013,82.35,91,0,6.91,clear sky
613,Kathua,IN,32.3667,75.5167,74.48,71,0,4.83,clear sky
614,Kabansk,RU,52.0486,106.6528,62.91,45,100,7.02,overcast clouds
615,Salalah,OM,17.0151,54.0924,78.89,94,100,5.75,overcast clouds
616,Japura,ID,-0.3167,102.35,76.06,84,100,1.88,overcast clouds
617,Solnechnyy,RU,50.7214,136.6319,60.35,85,100,4.0,overcast clouds
618,Isilkul,RU,54.9109,71.2728,39.79,83,85,5.97,overcast clouds
619,Huinan,CN,42.6225,126.2614,69.58,78,10,2.82,clear sky
620,Fremont,US,37.5483,-121.9886,87.55,51,0,13.8,clear sky
621,Columbus,US,39.9612,-82.9988,73.92,93,100,8.05,overcast clouds
622,Sambava,MG,-14.2667,50.1667,67.21,87,71,9.6,light rain
623,Loubomo,CG,-4.1997,12.6739,67.95,91,19,2.33,few clouds
624,Porto Novo,BJ,6.4965,2.6036,74.75,94,64,5.86,light rain
625,Ibra,OM,22.6906,58.5334,78.96,57,96,1.77,overcast clouds
626,Pudozh,RU,61.8099,36.5345,40.48,95,19,4.09,few clouds
627,Santarem,BR,-2.4431,-54.7083,77.13,100,0,2.3,clear sky
628,Santa Fe,AR,-31.6333,-60.7,56.98,57,0,1.99,clear sky
629,Qaqortoq,GL,60.7167,-46.0333,44.37,92,100,2.04,overcast clouds
630,Bahia Blanca,AR,-38.7196,-62.2724,57.6,34,100,13.02,overcast clouds
631,Aripuana,BR,-9.1667,-60.6333,80.6,46,79,1.7,broken clouds
632,Valavanur,IN,11.9209,79.5824,77.4,76,100,5.79,overcast clouds
633,Nhulunbuy,AU,-12.2333,136.7667,86.61,62,40,10.36,scattered clouds
634,Takoradi,GH,4.8845,-1.7554,73.56,91,100,8.72,overcast clouds
635,Merrill,US,45.1805,-89.6835,59.9,82,0,4.61,clear sky
636,Leonidovo,RU,49.2833,142.8667,66.42,60,100,6.04,overcast clouds
637,Kangaatsiaq,GL,68.3065,-53.4641,42.6,92,100,17.16,light rain
638,Tallahassee,US,30.4383,-84.2807,76.86,94,98,3.33,overcast clouds
639,Ahipara,NZ,-35.1667,173.1667,60.91,86,20,19.22,few clouds
640,Great Bend,US,38.3645,-98.7648,71.73,40,0,0.0,clear sky
641,Teshie,GH,5.5836,-0.1072,75.63,88,86,12.12,overcast clouds
642,Camacari,BR,-12.6975,-38.3242,76.77,90,14,4.79,few clouds
643,Filadelfia,US,39.9523,-75.1638,73.42,96,100,5.75,light rain
644,Ozernovskiy,RU,51.5,156.5167,53.53,80,72,8.43,broken clouds
645,Conde,BR,-7.2597,-34.9075,72.86,94,20,4.61,few clouds
646,Coronel Fabriciano,BR,-19.5186,-42.6289,75.24,46,0,9.22,clear sky
647,Waddan,LY,29.1614,16.139,82.94,26,0,4.65,clear sky
648,Majene,ID,-3.5403,118.9707,81.95,72,52,7.16,broken clouds
649,Kaduy,RU,59.2,37.15,41.59,89,29,2.84,scattered clouds
650,Olden,NO,61.8364,6.8064,52.54,85,100,5.88,overcast clouds
651,Sorong,ID,-0.8833,131.25,82.27,74,51,6.33,broken clouds
652,Parrita,CR,9.5201,-84.3225,77.29,93,100,9.84,overcast clouds
653,Acapulco,MX,16.8634,-99.8901,80.42,83,100,3.44,overcast clouds
654,Tsabong,BW,-26.0217,22.401,61.84,26,10,15.26,clear sky
655,Kampene,CD,-3.6,26.6667,66.81,98,100,1.86,light rain
656,Ormond Beach,US,29.2858,-81.0559,80.1,90,75,4.61,broken clouds
657,Lahad Datu,MY,5.0268,118.327,81.23,74,92,0.94,overcast clouds
658,Sapa,PH,5.1544,120.3241,82.92,73,98,3.71,overcast clouds
659,Mishan,CN,45.55,131.8833,70.59,72,85,3.27,overcast clouds
660,Pitkyaranta,RU,61.5734,31.4792,47.62,75,100,4.94,overcast clouds
661,Pemangkat,ID,1.1667,108.9667,81.55,76,100,0.6,overcast clouds
662,Rio Gallegos,AR,-51.6226,-69.2181,37.45,65,0,6.91,clear sky
663,San Carlos De Bariloche,AR,-41.1456,-71.3082,43.02,70,40,16.11,scattered clouds
664,San Cristobal,VE,7.7669,-72.225,75.38,97,49,1.99,scattered clouds
665,Mazatlan,MX,23.2167,-106.4167,87.76,83,20,5.01,few clouds
666,Aykhal,RU,66.0,111.5,33.26,98,100,3.38,overcast clouds
667,Kununurra,AU,-15.7667,128.7333,89.58,43,3,4.61,clear sky
668,Sawakin,SD,19.1059,37.3321,87.3,59,100,5.64,overcast clouds
669,Hambantota,LK,6.1241,81.1185,75.54,100,20,3.44,few clouds
670,Turukhansk,RU,65.8167,87.9833,36.16,67,39,2.21,scattered clouds
671,Umea,SE,63.8284,20.2597,49.91,100,100,3.44,fog
672,Kautokeino,NO,69.0125,23.0412,43.02,83,100,6.11,overcast clouds
673,Tymovskoye,RU,50.8456,142.655,66.43,59,95,6.08,overcast clouds
674,Karatau,KZ,43.1667,70.4667,47.46,62,0,4.14,clear sky
675,Brewster,US,41.3973,-73.6171,66.88,95,100,4.61,overcast clouds
676,Opuwo,NA,-18.0607,13.84,65.16,41,1,3.71,clear sky
677,Dundee,GB,56.5,-2.9667,59.25,100,100,1.14,overcast clouds
678,Yangjiang,CN,21.85,111.9667,82.89,72,14,3.47,few clouds
679,Onda,ES,39.9667,-0.25,77.9,82,100,1.23,overcast clouds
680,Rio Branco,BR,-9.9747,-67.81,74.01,88,100,2.3,smoke
681,Mawlaik,MM,23.6333,94.4167,75.06,97,100,0.76,overcast clouds
682,Basco,PH,20.4487,121.9702,82.47,82,100,28.45,overcast clouds
683,Port Hardy,CA,50.6996,-127.4199,62.78,77,75,10.36,broken clouds
684,Azangaro,PE,-14.9167,-70.2167,50.72,48,94,2.71,overcast clouds
685,Boksitogorsk,RU,59.474,33.8485,40.41,88,46,3.36,scattered clouds
686,Pozoblanco,ES,38.3791,-4.8483,73.81,43,100,9.98,overcast clouds
687,Ardmore,US,34.1743,-97.1436,76.66,52,0,5.75,clear sky
688,Tiznit,MA,29.5833,-9.5,77.99,54,99,6.98,overcast clouds
689,Pasni,PK,25.2631,63.471,80.19,88,7,10.76,clear sky
690,Necochea,AR,-38.5473,-58.7368,51.46,54,100,9.26,overcast clouds
691,Plettenberg Bay,ZA,-34.0527,23.3716,51.19,84,57,7.72,light rain
692,Timra,SE,62.487,17.3257,48.67,87,100,5.75,overcast clouds
693,Pedernales,DO,18.0384,-71.744,82.92,76,37,6.26,scattered clouds
694,Forestville,US,38.8451,-76.875,75.49,94,100,5.75,overcast clouds
695,Glendive,US,47.1053,-104.7125,78.42,22,0,4.61,clear sky
696,Antofagasta,CL,-23.65,-70.4,56.48,80,99,5.28,overcast clouds
697,Mendeleyevo,RU,56.0333,37.2167,47.88,81,100,4.47,light rain
698,Coahuayana,MX,18.7333,-103.6833,79.16,89,100,3.15,overcast clouds
699,Presidente Olegario,BR,-18.4178,-46.4181,77.47,27,86,2.91,overcast clouds
700,Keti Bandar,PK,24.1447,67.4497,82.02,83,100,11.23,overcast clouds
701,Landerneau,FR,48.4525,-4.2525,66.96,88,0,6.91,clear sky
702,Meulaboh,ID,4.1363,96.1285,80.49,76,95,4.18,overcast clouds
703,Skibbereen,IE,51.55,-9.2667,62.11,99,100,1.72,overcast clouds
704,Catalao,BR,-18.1658,-47.9464,78.87,25,80,2.3,broken clouds
705,Santa Cruz De Tenerife,ES,28.4682,-16.2546,74.79,85,10,1.01,clear sky
706,La Ronge,CA,55.1001,-105.2842,66.42,42,75,2.3,broken clouds
707,Lipin Bor,RU,60.2622,37.9763,42.31,84,14,5.73,few clouds
708,Uruzgan,AF,32.8333,66.0,70.18,19,0,2.37,clear sky
709,Christchurch,NZ,-43.5333,172.6333,60.42,77,75,4.61,broken clouds
710,Pandan,PH,14.0453,124.1694,86.4,68,100,9.31,overcast clouds
711,Olinda,BR,-8.0089,-34.8553,76.73,73,40,8.05,scattered clouds
712,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,3.44,few clouds
713,Edgewater,US,28.9889,-80.9023,80.1,88,40,5.75,scattered clouds
714,Longyearbyen,SJ,78.2186,15.6401,35.44,80,75,17.27,broken clouds
